chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
Avalanche,yield-yak-aggregator,SAVAX,None,28d16209-21ac-482b-802a-ca5c7fc25e00,False,no,single,vector,0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE
Polygon,beefy,USDT,None,74a9a7da-4506-41ed-af08-08043903a99d,True,no,single,Stargate,None
Ethereum,balancer,DAI-USDC-USDT,0xba100000625a3754423978a60c9317c58a424e3d,a4ab0282-3ced-4a9c-b994-5d554937da66,True,no,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Moonbeam,moonwell-artemis,XCDOT,"0x511ab53f793683763e5a8829738301368a2411e3, 0xacc15dc74880c9944775448304b263d191c6077f",cc7e2042-be8e-4e2a-97f5-9d014b99cc3b,False,no,single,,0xffffffff1fcacbd218edc0eba20fc2308c778080
Avalanche,trader-joe-dex,JOE-WAVAX,0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd,cdacdbd1-3392-4aa7-be4f-f220f12e6a7b,False,yes,multi,,"0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Ethereum,aave-v2,SNX,None,1322c58e-4d04-4ca0-9cba-4f58554a905e,False,no,single,,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f
Ethereum,curve,CVXCRV-FRAXBP,0xD533a949740bb3306d119CC777fa900bA034cd52,9dc11077-efb4-4b47-91bd-55bf9ddcd2b1,False,yes,multi,,"0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
Ethereum,stakedao,FRAX,0x31429d1856ad1377a8a0079410b297e1a9e214c2,1ed3212f-de45-46d4-8d01-5e447224acdd,True,no,single,Angle,0x853d955aCEf822Db058eb8505911ED77F175b99e
Ethereum,uniswap-v2,WETH-BTT,None,4778a47e-8f5b-497b-b9b6-8bfba1343183,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc669928185dbce49d2230cc9b0979be6dc797957"
Elrond,maiar-exchange,ASH-WEGLD,MEX-455c57,a08a1786-173f-495b-9046-d5a5e91c4a28,False,yes,multi,,"ASH-a642d1, WEGLD-bd4d79"
Ethereum,convex-finance,CVXCRV-FRAXBP,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",ab4a1c9f-8bf5-4752-a4f1-c5a2cda61175,False,yes,multi,,"0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
Ethereum,instadapp,WBTC,None,a9f396ae-5e78-4333-bbf5-eaaeb36aba35,False,no,single,,None
Avalanche,benqi-lending,WBTC.E,"0x8729438eb15e2c8b576fcc6aecda6a148776c0f5, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7",b22a1540-fcdd-424a-95b0-dde0658a298b,False,no,single,,0x50b7545627a5162F82A992c33b87aDc75187B218
Avalanche,curve,AV3CRV-AVWBTC-AVWETH,0xD533a949740bb3306d119CC777fa900bA034cd52,43acdd23-dfe1-41a5-ac9d-8726462f0001,False,yes,multi,,"0x1337BedC9D22ecbe766dF105c9623922A27963EC, 0x686bEF2417b6Dc32C50a3cBfbCC3bb60E1e9a15D, 0x53f7c5869a859F0AeC3D334ee8B4Cf01E3492f21"
Ethereum,fractal-protocol,USDC,None,113e85e5-4486-40b8-ba64-2885342ef655,True,no,single,,None
Fantom,beethoven-x,USDC-WFTM-BTC-ETH,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,5dbf258d-c990-4620-878d-44347afebf6f,False,yes,multi,,None
BSC,bolide,USDT,None,bce3c641-0757-43ac-bcdc-c737a8427575,True,no,single,,None
Fantom,beethoven-x,WFTM-SFTMX,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,4fd6c1e1-ea0d-48c1-b3c8-107830e627dd,False,yes,multi,,None
Ethereum,angle,EULERAGEUR,None,ea045c40-7a8c-4ca1-8be7-76bb464caa17,True,no,single,,None
Ethereum,uniswap-v2,WAXE-WETH,None,8f75aa1e-81db-4b91-b7ea-df17d36a1efb,False,yes,multi,,"0x7a2bc711e19ba6aff6ce8246c546e8c4b4944dfd, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v3,MKR-WETH,None,89af7d4a-728c-4200-9555-f964abf7ef60,False,yes,multi,1%,"0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Cronos,vvs-finance,USDC-BUSD,0x2d03bece6747adc00e1a131bba1469c15fd11e03,b7625284-0683-49a6-920b-4d9281b0b1b4,True,no,multi,,"0xc21223249ca28397b4b6541dffaecc539bff0c59, 0xc74d59a548ecf7fc1754bb7810d716e9ac3e3ae5"
BSC,alpaca-finance,IBCAKE,None,3e6ef794-5a1e-4ba9-b15f-7ace24a7a615,False,no,single,,None
Avalanche,benqi-lending,WETH.E,"0x8729438eb15e2c8b576fcc6aecda6a148776c0f5, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7",caf50276-7bfe-4af0-8a47-5504fdc96393,False,no,single,,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB
Tron,justlend,WIN,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,0864f70d-085b-4a19-a2bc-fc107ab3750a,False,no,single,,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7
Ethereum,uniswap-v3,WBTC-BADGER,None,996c6ebd-5814-4d7f-970e-b8de7860c4ca,False,yes,multi,0.3%,"0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, 0x3472a5a71965499acd81997a54bba8d852c6e53d"
Ethereum,euler,AGEUR,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,89256d2f-cf62-469f-a799-a3077db1359a,True,no,single,,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8
BSC,babydogeswap,USDT-BUSD,0xc748673057861a797275cd8a068abb95a902e8de,95b1f793-d6c2-4bbb-8bf9-2f3297c40f49,True,no,multi,"Stake USDT-BUSD, Earn BabyDoge","0x55d398326f99059ff775485246999027b3197955, 0xe9e7cea3dedca5984780bafc599bd69add087d56"
Ethereum,maple,WETH,0x33349b282065b0284d756f0577fb39c158f935e6,ad8514c8-22cd-4314-9517-38aad640711c,False,no,single,Celsius Network,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
Ethereum,notional,FETH,None,14d26b8f-af44-48d5-8cc4-eb57e6afd759,False,no,single,Maturing 2022-12-24,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5
Polygon,quickswap-dex,WMATIC-USDC,None,81a51af8-4a0e-409b-9688-264323afc1fe,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174"
Ethereum,across,WBTC,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,07d1a9bf-eafe-4a25-8dcc-c687a1d2478a,False,no,single,,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
BSC,pancakeswap,TUSD-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,769afb9b-870d-4c50-9ce3-c597089a5622,True,no,multi,,"0x14016E85a25aeb13065688cAFB43044C2ef86784, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Ethereum,uniswap-v2,ASTO-USDC,None,8a5442e8-8f39-4dac-ad80-2ca24b17e337,False,yes,multi,,"0x823556202e86763853b40e9cde725f412e294689, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Arbitrum,sushiswap,ARRB-WETH,,1caee357-5585-4355-a710-b2c80b5e5336,False,yes,multi,,"0x04f3636b31c1ea2e48e275aa992d99a7bdbbe738, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
Ethereum,balancer,WETH-AURA,,0c15cc08-b996-40d4-bec8-681b1db69e25,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf"
Ethereum,sushiswap,UWU-WETH,,147ea5c8-39d7-42e7-9df9-e556bb6d7181,False,yes,multi,,"0x55c08ca52497e2f1534b59e2917bf524d4765257, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Cronos,tectonic,WBTC,0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2,35e04382-92cd-4088-a91f-c76bf1a27498,False,no,single,,0x062E66477Faf219F25D27dCED647BF57C3107d52
Arbitrum,swapfish,WSTETH-WETH,0xb348B87b23D5977E2948E6f36ca07E1EC94d7328,c71886d8-3867-4fcb-a3ee-e5e459ff469e,False,no,multi,,"0x5979D7b546E38E414F7E9822514be443A4800529, 0x82aF49447D8a07e3bd95BD0d56f35241523fBab1"
Ethereum,curve,LUSD-FRAXBP,0xD533a949740bb3306d119CC777fa900bA034cd52,c975c7f3-a08b-48be-826e-8172ae4db758,True,no,multi,,"0x5f98805A4E8be255a32880FDeC7F6728C6568bA0, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
Ethereum,convex-finance,LUSD-FRAXBP,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",c3b238b8-e1b8-43a5-8079-99a73f3dc981,True,no,multi,,"0x5f98805A4E8be255a32880FDeC7F6728C6568bA0, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
NEAR,burrow,USDC.E,token.burrow.near,b5d16051-a8e2-48e9-8313-7d4ea7e98dca,True,no,single,,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near
Ethereum,across,ACX,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,355a3a23-eee5-4a08-90d6-e2291f63bd56,False,no,single,,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f
Fantom,scream,USDC,0xe0654c8e6fd4d733349ac7e09f6f23da256bf475,419f405e-4722-4a02-a7f4-4c5e1bef05a8,True,no,single,,0x04068da6c83afcfa0e13ba15a6696662335d5b75
Ethereum,thorchain,USDC-RUNE,None,52e341e2-00b3-4d4f-ac1f-d97ede0f4366,False,yes,multi,,None
Ethereum,aave-v2,1INCH,None,43cd4ec8-c7c6-4db9-8312-67e4a96249a3,False,no,single,,0x111111111117dc0aa78b770fa6a738034120c302
Ethereum,stakedao,STG-USDC,"0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f, 0xD533a949740bb3306d119CC777fa900bA034cd52",55d0f95e-7562-4e8d-92d7-e9ccc039617b,False,yes,multi,Curve,"0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48"
Ethereum,yearn-finance,YVCURVE-IRONBANK,None,ac43d538-d01c-4bb2-ae15-28d7a17e8d8b,False,yes,multi,,None
Ethereum,kyberswap,WSTETH-USDC,"0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202, 0x5a98fcbea516cf06857215779fd812ca3bef1b32",ec15a4f1-f943-4414-8ebf-a3ed996a7caa,False,yes,multi,0.04%,"0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Fantom,beethoven-x,WFTM-BEETS,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,3e084d31-256c-4124-90be-bbb4b125601e,False,yes,multi,,None
Ethereum,curve,OHM-ETH,0xD533a949740bb3306d119CC777fa900bA034cd52,2e674724-c164-4149-b0d4-9172631369fc,False,yes,multi,,"0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"
Polygon,beefy,EURT-DAI-USDC-USDT,None,0a763da6-3391-4d20-99ce-53be1cff98f3,True,yes,multi,Curve,None
Kava,kava-mint,XRP,None,738ec5e7-716d-4462-b065-f7ba6efee829,False,no,single,xrpb-a,None
Ethereum,uniswap-v2,WETH-SUPER,None,2b62066c-f6f8-4609-b9f8-375525ea628e,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55"
Avalanche,trader-joe-lend,USDC.E,None,f0d19054-2087-4b64-8b16-754e953f3f49,True,no,single,,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
Polygon,hop-protocol,USDC,0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC,e95fd12f-b24b-4976-b6eb-a7d74c3341fb,True,no,single,,"0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174, 0x9ec9551d4A1a1593b0ee8124D98590CC71b3B09D"
Ethereum,convex-finance,OHM-ETH,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",87a5bfe1-71b5-4f9a-8bb1-6dc0773e7ad7,False,yes,multi,,"0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5, 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"
Solana,atrix,SOL-USDC,CcqntMkRcjhiqJs8HW5CrCDmUdUi8n74vvpVaEtfhvRG,de226358-e9f1-4152-968a-b11482b3bd32,False,yes,multi,,"So11111111111111111111111111111111111111112, EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"
Moonbeam,stellaswap,WGLMR-XCDOT,"0x0e358838ce72d5e61e0018a2ffac4bec5f4c88d2, 0x0E358838ce72d5e61E0018a2ffaC4bEC5F4c88d2, 0xAcc15dC74880C9944775448304B263D191c6077F",9f338eaf-b689-4044-8f05-69f4d7de9c20,False,yes,multi,,"0xacc15dc74880c9944775448304b263d191c6077f, 0xffffffff1fcacbd218edc0eba20fc2308c778080"
Ethereum,uniswap-v3,USDD-USDT,None,d7fd8b91-2788-498c-bac6-37ce915e3e95,True,no,multi,0.01%,"0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Ethereum,uniswap-v2,DG-USDC,None,548d60d6-ad48-40c4-a93a-a056f25df10c,False,yes,multi,,"0x53c8395465a84955c95159814461466053dedede, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,curve,HBTC-WBTC,0xD533a949740bb3306d119CC777fa900bA034cd52,0621b0d7-07aa-4811-9e26-46799c23f02f,False,no,multi,,"0x0316EB71485b0Ab14103307bf65a021042c6d380, 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599"
Fantom,curve,FUSDT-BTC-ETH,0xD533a949740bb3306d119CC777fa900bA034cd52,0ead1be3-46fe-4baa-9523-bedbba278069,False,yes,multi,,"0x049d68029688eAbF473097a2fC38ef61633A3C7A, 0x321162Cd933E2Be498Cd2267a90534A804051b11, 0x74b23882a30290451A17c44f4F05243b6b58C76d"
Canto,canto-lending,USDT,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,945afa2b-4f81-422f-8f51-dc41c8aeb930,True,no,single,,0xd567B3d7B8FE3C79a1AD8dA978812cfC4Fa05e75
Ethereum,tokemak,FXS,0x2e9d63788249371f1DFC918a52f8d799F4a38C94,b3a12a6e-8c72-4c90-bb28-aecccea8559f,False,no,single,,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0
BSC,alpaca-finance,BTCB-BUSD,None,47981ac3-b6bd-40af-bd97-2c7f9be05a15,False,yes,multi,PancakeSwap,None
Ethereum,curve,RETH-WSTETH,0xD533a949740bb3306d119CC777fa900bA034cd52,7d5591c7-352e-43f8-8585-fdc3c778d905,False,no,multi,,"0xae78736Cd615f374D3085123A210448E74Fc6393, 0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0"
Ethereum,curve,USDN-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,3d6d5776-ac4b-4e80-97ad-8b3cba983e9d,True,no,multi,,"0x674C6Ad92Fd080e4004b2312b45f796a192D27a0, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
BSC,thorchain,BTCB-RUNE,None,9bc6c991-1811-4f8a-aa9f-965208d18b97,False,yes,multi,,None
Polygon,curve,STMATIC-MATIC,,13cb306b-7845-43cf-9210-34ba2de50ccc,False,no,multi,,"0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4, 0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270"
Avalanche,benqi-lending,USDC.E,,381eb971-56f8-468f-b2b6-ea922c477dca,True,no,single,,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664
Arbitrum,radiant,WETH,0x0c4681e6c0235179ec3d4f4fc4df3d14fdd96017,1d14d1f7-0874-4f83-8cee-54d6ed8f83d0,False,no,single,,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1
BSC,wing-finance,USDC,0xDb0f18081b505A7DE20B18ac41856BCB4Ba86A1a,d7dc445f-d664-4a1b-a364-93efc6b4fb73,True,no,single,,None
Arbitrum,swapfish,WBTC-WETH,0xb348B87b23D5977E2948E6f36ca07E1EC94d7328,4e32b8d6-7c6e-4cd2-ac21-25dd315b5870,False,yes,multi,,"0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f, 0x82aF49447D8a07e3bd95BD0d56f35241523fBab1"
Defichain,defichain-dex,MSTR-DUSD,DFI,4f4e18b0-ad83-4322-bd49-299f51092ea9,False,yes,multi,,None
Polygon,quickswap-dex,WMATIC-SAND,None,e7feb0ba-5b99-496c-9c76-75b0f26f753a,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xbbba073c31bf03b8acf7c28ef0738decf3695683"
BSC,babydogeswap,BABYDOGE,0xc748673057861a797275cd8a068abb95a902e8de,b5562f95-d4d0-4fe1-8c06-fa919a408b9c,False,no,single,"Stake BabyDoge, Earn BabyDoge",0xc748673057861a797275cd8a068abb95a902e8de
BSC,pancakeswap,WBNB-UNI,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,888480e9-3d11-4e25-883d-f4fb44c5c0e0,False,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xBf5140A22578168FD562DCcF235E5D43A02ce9B1"
Tron,justlend,NFT,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,ef2717a7-e370-47cf-b744-2551f9515ae3,False,no,single,,TFczxzPhnThNSqr5by8tvxsdCFRRz6cPNq
Avalanche,benqi-lending,USDT.E,,46cd8b53-3d41-4b9f-85f7-77f42f317445,True,no,single,,0xc7198437980c041c805A1EDcbA50c1Ce5db95118
Polygon,meshswap,USDC,"0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174",0a42d5c4-e03f-4777-b414-c07f6cdb146e,True,no,single,,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
Ethereum,arrakis-finance,AGEUR-USDC,None,07399e18-5649-4124-88fe-2116b5beeca8,True,yes,multi,,"0x1a7e4e63778b4f12a199c062f3efdd288afcbce8, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Polygon,uniswap-v3,WBTC-WETH,None,a0588b97-12c2-4d2a-9735-24da4dde450c,False,yes,multi,0.05%,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Ethereum,harvest-finance,USDC,None,6e6f53b6-6669-4037-948c-f42e5b0a243e,True,no,single,,None
BSC,venus,LINK,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,6ef41a41-9394-4782-bf53-7648f50a4a93,False,no,single,,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD
Ethereum,curve,USDP-3CRV,"0x92E187a03B6CD19CB6AF293ba17F2745Fd2357D5, 0xD533a949740bb3306d119CC777fa900bA034cd52",8a7543a7-7995-4559-8195-fa5342947bfb,True,no,multi,,"0x1456688345527bE1f37E9e627DA0837D6f08C925, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Ethereum,compound,LINK,,934a7c9a-40fb-426f-8978-45260c2d9569,False,no,single,,0x514910771AF9Ca656af840dff83E8264EcF986CA
BSC,ellipsis-finance,BUSD-USDC-BUSD-T,None,f668662e-4831-42ed-9a87-61c466f7a6ca,False,yes,multi,,None
Polygon,sushiswap,WMATIC-WETH,0x0b3F868E0BE5597D5DB7fEB59E1CADBb0fdDa50a,3a6574a9-7675-41d5-b9de-2c78086d57cd,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Ethereum,uniswap-v2,RAD-USDC,None,171852e8-a9b2-403d-a4da-ddbdf261daa6,False,yes,multi,,"0x31c8eacbffdd875c74b94b077895bd78cf1e64a3, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
BSC,pancakeswap,ALPACA-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,f6b21acc-7648-45e2-b4c2-f42d7d3b2cf1,False,yes,multi,,"0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Hedera,saucerswap,SAUCE-HBAR,"0.0.731861, 0.0.1062664",d88fe316-2ed0-4dd1-b205-739be5aa5814,False,yes,multi,,"0.0.731861, 0.0.1456986"
Ethereum,sushiswap,MULTI-WETH,,0f0a1580-3815-4532-9705-b3d18fda6944,False,yes,multi,,"0x65ef703f5594d2573eb71aaf55bc0cb548492df4, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,sushiswap,USDC-GDDY,,b0bf807c-b500-4e0e-9160-1864f0c93ff0,False,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x67eb41a14c0fe5cd701fc9d5a3d6597a72f641a6"
Ethereum,curve,ETH-ANKRETH,"0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4, 0xD533a949740bb3306d119CC777fa900bA034cd52",83fcc624-ff58-4c3a-9b10-b8cc9d0da285,False,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0xE95A203B1a91a908F9B9CE46459d101078c2c3cb"
Neo,flamingo-finance,BNEO-FUSDT,0xf0151f528127558851b39c2cd8aa47da7418ab28,08972627-65d8-4fb3-956d-52078f8d5c39,False,yes,multi,Flamingo Pool,"0x48c40d4666f93408be1bef038b6722404d9a4c2a, 0xcd48b160c1bbc9d74997b803b9a7ad50a4bef020"
Optimism,beefy,WSTETH-ETH,None,60ddfecd-ea3b-4385-a537-901caf988f0f,False,no,multi,Curve,None
Canto,canto-lending,WCANTO-ATOM,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,d8183146-c111-46e3-8742-9350f7909eee,False,yes,multi,,0x30838619C55B787BafC3A4cD9aEa851C1cfB7b19
BSC,venus,BETH,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,7e556b84-5836-4803-8204-081dedfd3e84,False,no,single,,0x250632378E573c6Be1AC2f97Fcdf00515d0Aa91B
Optimism,velodrome,SUSD-LUSD,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,99d1c901-4495-4722-82f1-cd82a84f1d8a,True,no,multi,,"0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9, 0xc40f949f8a4e094d1b49a23ea9241d289b7b2819"
Polygon,hop-protocol,ETH,0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC,ea04bbd8-43b8-488c-9afd-c0bb7191b3de,False,no,single,,"0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619, 0x1fDeAF938267ca43388eD1FdB879eaF91e920c7A"
Polygon,aave-v3,GHST,None,3c14db00-4252-40aa-a430-9c756e8dce71,False,no,single,,0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7
Avalanche,trader-joe-dex,USDC.E-WAVAX,,a5ba0d2a-8e31-4856-92b8-6dc04c1a4a77,False,yes,multi,,"0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Defichain,defichain-dex,NVDA-DUSD,DFI,a13e4841-8f66-4426-9ed1-472c9e159e93,False,yes,multi,,None
Ethereum,curve,XAI-FRAXBP,,c6423a3d-2fa1-43b0-8460-fcd9034ab3e0,True,no,multi,,"0xd7C9F0e536dC865Ae858b0C0453Fe76D13c3bEAc, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
Moonbeam,stellaswap,WGLMR-WBTC,"0x0e358838ce72d5e61e0018a2ffac4bec5f4c88d2, 0x0E358838ce72d5e61E0018a2ffaC4bEC5F4c88d2, 0xAcc15dC74880C9944775448304B263D191c6077F",7b047878-758e-41d7-96ff-c9d8dc9e56c8,False,yes,multi,,"0xacc15dc74880c9944775448304b263d191c6077f, 0xe57ebd2d67b462e9926e04a8e33f01cd0d64346d"
Ethereum,compound,TUSD,,1a4e4b4e-d839-4d72-a1a1-b6e0d8c3cb61,True,no,single,,0x0000000000085d4780B73119b644AE5ecd22b376
Avalanche,kyberswap,WMEMO-USDT.E,0x39fc9e94caeacb435842fadedecb783589f50f5f,01a9cddb-01fb-4d70-8dfc-29ff292ef769,False,yes,multi,1%,"0x0da67235dd5787d67955420c84ca1cecd4e5bb3b, 0xc7198437980c041c805a1edcba50c1ce5db95118"
BSC,mdex,ETH-USDT,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,36b107c0-e216-4300-a6f2-6828f387826a,False,yes,multi,,"0x2170ed0880ac9a755fd29b2688956bd959f933f8, 0x55d398326f99059ff775485246999027b3197955"
Ethereum,uniswap-v2,UFO-WETH,None,d228e4c2-6397-40ac-bd87-56b7b4e5044b,False,yes,multi,,"0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v3,SWISE-SETH2,None,ad178755-a2a6-48fe-92f2-d163608e8e77,False,yes,multi,0.3%,"0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2, 0xfe2e637202056d30016725477c5da089ab0a043a"
Avalanche,trader-joe-dex,WAVAX-USDT.E,,f3264bbc-11de-45ea-b6b7-318c553e6b39,False,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xc7198437980c041c805a1edcba50c1ce5db95118"
Elrond,maiar-exchange,CRT-WEGLD,MEX-455c57,0ad333a4-a94f-4fac-88e5-a7f4817b5690,False,yes,multi,,"CRT-52decf, WEGLD-bd4d79"
BSC,alpaca-finance,BNB-BUSD,None,037125c4-8e55-4eca-9fa7-b5e7c852b897,False,yes,multi,Long 3x BUSD-BNB PCS1,None
Moonbeam,stellaswap,USDC-WGLMR,"0x0e358838ce72d5e61e0018a2ffac4bec5f4c88d2, 0x0E358838ce72d5e61E0018a2ffaC4bEC5F4c88d2, 0xAcc15dC74880C9944775448304B263D191c6077F",c1d0425b-0d42-4dac-b4db-2931b6724f45,False,yes,multi,,"0x931715fee2d06333043d11f658c8ce934ac61d0c, 0xacc15dc74880c9944775448304b263d191c6077f"
Avalanche,robo-vault,USDC,None,305252ff-7e0e-454b-b307-4b3521ac7e0f,True,no,single,,None
Ethereum,makerdao,USDC,None,03884e17-a919-4a4b-a97f-0b449baeab2f,True,no,single,USDC-A,None
